latitude,longitude,taken_date,t2m,d2m,tp
56.5,50.25,2017-08-10,287.105,284.494,2.07547
56.75,48,2017-08-07,290.772,286.912,0.400906
56.75,50.5,2017-08-12,288.587,284.893,2.37904
53.25,49,2017-08-08,291.825,286.612,0
53.25,51.25,2017-08-10,290.556,281.1,0
53.25,55.75,2017-08-09,289.753,282.808,4.47596
53.25,51,2017-08-07,292.664,286.768,0
53.25,52.75,2017-08-13,289.713,282.981,7.96202
53.5,47.25,2017-08-07,291.639,284.141,0
55,48,2017-08-09,290.325,284.83,6.83685
54,50.75,2017-08-11,293.051,282.917,0
53.5,52,2017-08-07,291.851,286.284,0
53.75,47.5,2017-08-08,290.144,288.235,0
53.75,48.25,2017-08-12,291.238,284.327,0.412453
55.5,51.75,2017-08-07,291.549,287.242,0.00824738
55,51.25,2017-08-12,290.656,285.034,0.176529
55,49.5,2017-08-09,291.093,285.886,7.71785
55.25,48.25,2017-08-10,289.068,284.389,0.110538
56.75,54,2017-08-12,289.057,285.349,2.49947
55.75,50,2017-08-07,291.294,287.26,0.00989914
56.25,54.5,2017-08-11,290.064,284.825,0
57,52,2017-08-11,290.078,285.573,0.480099
57,47.25,2017-08-11,290.04,287.937,0.160034
57,54.25,2017-08-08,289.979,286.418,0.00824738
57,56,2017-08-10,282.864,279.043,0.412453
53.5,48,2017-08-09,291.802,283.11,0.273869
53.75,50,2017-08-07,291.608,286.324,0
53.5,51.25,2017-08-12,292.205,285.131,0.00329971
53.5,49.5,2017-08-09,291.941,284.836,0.0494957
54,53.5,2017-08-11,291.312,283.397,0
54,49.75,2017-08-13,289.935,284.923,2.03258
54.25,49.25,2017-08-08,291.098,288.694,0
54.75,48.25,2017-08-08,290.945,287.921,0
54.5,47.75,2017-08-11,290.736,284.252,0
54.5,48.25,2017-08-09,291.451,284.825,3.98431
54.75,47.5,2017-08-12,290.28,284.585,1.04103
55,47.25,2017-08-07,292.065,287.542,0.0214462
55,52,2017-08-07,291.174,286.243,0.00659943
55.75,48.25,2017-08-12,291.093,285.076,0.0544434
55.5,48.75,2017-08-13,288.932,283.965,0.488346
55.75,47.5,2017-08-08,291.234,285.879,0.082489
56,47.5,2017-08-13,289.329,284.343,0.53949
56,54.75,2017-08-11,289.647,284.625,0
56.5,54.75,2017-08-07,289.237,286.631,0.608784
53.25,50,2017-08-08,292.324,287.118,0
56.75,49.25,2017-08-13,286.945,282.097,0.503193
53.75,49.75,2017-08-10,288.248,283.33,0.00824738
53.75,55.25,2017-08-11,290.225,282.987,0
54.25,48.75,2017-08-10,291.995,284.414,0.112186
54,55,2017-08-11,290.134,283.243,0
54.5,51.75,2017-08-07,290.29,286.762,0.0181465
54.75,51,2017-08-12,290.946,285.027,0.565887
55.25,47.25,2017-08-08,290.96,286.05,0.0131989
54.75,53,2017-08-13,287.301,282.282,1.56733
55.25,52,2017-08-08,289.525,288.68,0.0841408
55.25,49.75,2017-08-12,292.84,287.055,0.336563
56,51,2017-08-13,287.386,281.88,1.3941
55.75,51,2017-08-08,289.761,285.458,0.00659943
55.25,54.25,2017-08-11,290.737,283.582,0
55.75,49,2017-08-07,293.559,288.234,0.0478439
56,52.75,2017-08-07,292.455,288.017,0.714371
56,53,2017-08-12,290.748,284.496,1.58218
56.25,47,2017-08-11,292.387,288.137,0.133636
56.75,47.25,2017-08-09,288.452,285.71,0.4669
56.25,53.25,2017-08-11,290.748,284.455,0
56.5,52.75,2017-08-11,290.61,284.667,0
56.75,52,2017-08-09,288.424,281.374,0.00659943
53.5,54,2017-08-08,293.24,287.261,0
54.25,50.25,2017-08-11,291.877,284.234,0
54,49.25,2017-08-07,295.359,287.451,0.00164795
54,54.5,2017-08-12,289.28,284.157,1.14167
54.5,49,2017-08-08,292.264,289.18,0
54.75,51.75,2017-08-12,290.423,285.099,0.750668
54.5,51,2017-08-07,290.853,286.354,0.00989914
54.5,51.25,2017-08-10,288.621,282.808,0.0280457
54.75,49,2017-08-09,291.824,285.867,2.53247
54.5,52.75,2017-08-13,286.841,282.321,1.07568
54.5,55.75,2017-08-09,289.375,282.67,1.31161
55.5,50,2017-08-08,291.45,286.089,0.00494766
54.75,55.75,2017-08-08,291.031,287.956,0.133636
55,52.25,2017-08-07,291.181,286.047,0.00659943
55.75,48,2017-08-10,287.963,284.894,0.0593948
55.75,49.5,2017-08-10,288.247,284.027,0.433903
55.75,55.75,2017-08-12,288.189,286.622,0.773766
55.75,51.75,2017-08-08,289.876,287.004,0.0247459
56,51.75,2017-08-13,286.712,281.188,0.234276
56.5,52.5,2017-08-12,289.607,284.126,2.7618
56.25,50.75,2017-08-12,289.436,284.747,1.24396
56.75,49.75,2017-08-07,290.26,287.457,1.04929
53.25,48.75,2017-08-13,290.388,285.714,0.584034
53.5,50.5,2017-08-08,291.71,286.672,0
54.5,53.75,2017-08-09,288.748,282.981,1.14663
54.5,47.5,2017-08-07,291.671,286.879,0.00659943
54.25,54.5,2017-08-09,289.161,282.203,1.98473
54.75,53.75,2017-08-08,289.902,286.355,0
55,49.75,2017-08-09,290.791,285.826,8.00327
55.25,54.5,2017-08-13,287.776,280.118,2.80469
55.25,52.25,2017-08-08,289.438,288.404,0.0263977
55.75,53.75,2017-08-12,289.961,286.277,1.48814
56.5,47.75,2017-08-13,288.485,284.339,0.313465
56.75,50,2017-08-10,287.164,284.344,1.16807
56.75,52.25,2017-08-09,288.365,281.168,0.00659943
53.25,51.75,2017-08-07,292.44,285.769,0
53,52.25,2017-08-11,291.361,283.328,0
54,48,2017-08-13,290.292,284.453,1.49308
53.75,53.75,2017-08-12,290.178,284.383,0.100639
53.5,49.75,2017-08-09,291.53,284.256,0.0181465
54,47,2017-08-12,290.765,284.336,1.52773
54,49.5,2017-08-13,290.248,285.845,1.98638
54,53.25,2017-08-12,290.566,284.633,0.737469
54.5,50,2017-08-08,291.19,289.57,0
55.5,49,2017-08-08,291.078,286.364,0
54.75,52.25,2017-08-10,288.35,282.597,0.0395966
54.75,50,2017-08-09,290.292,284.949,2.32294
55,50.5,2017-08-08,290.155,287.388,0
55.25,53.75,2017-08-10,286.04,280.688,0.0940399
55.25,54,2017-08-07,289.873,285.772,0.273869
55.5,52.75,2017-08-13,288.332,281.528,0.491646
55.5,51,2017-08-07,292.446,287.583,0.0148468
55.5,51.25,2017-08-10,289.849,284.187,0.26067
53.5,52.25,2017-08-07,291.813,286.203,0
55.5,55.75,2017-08-09,287.328,281.329,3.1627
53.25,48.25,2017-08-09,292.748,282.761,0.113838
56.25,55,2017-08-12,288.745,285.794,1.60527
53.25,47.75,2017-08-11,292.434,283.728,0.0131989
53.75,48,2017-08-10,289.569,281.167,0.023098
54.25,51.25,2017-08-13,288.593,283.134,1.48154
53.75,49.5,2017-08-10,289.105,284.379,0.0428963
53.75,51.75,2017-08-08,291.465,286.302,0
53.75,55.75,2017-08-12,289.37,285.772,0.0775414
54.25,47,2017-08-09,289.87,284.475,2.80469
54.25,52.75,2017-08-10,287.863,281.72,0.0247459
54.25,53.25,2017-08-09,289.321,283.355,1.42709
54.75,48.5,2017-08-13,290.894,285.591,0.737469
55,54,2017-08-08,289.555,286.195,0.0626945
55.25,48,2017-08-12,290.877,284.779,0.0511436
55.25,49.5,2017-08-12,292.664,287.131,0.283768
55.25,47,2017-08-13,288.444,284.898,0.199627
55.25,51.25,2017-08-09,290.282,284.855,4.97585
55.25,50.5,2017-08-07,292.163,286.879,0.00989914
55.5,53.75,2017-08-09,290.204,283.232,2.88718
55.25,53.25,2017-08-13,288.789,281.232,1.27366
55.5,47.5,2017-08-07,292.936,287.106,0.171581
55.25,55.75,2017-08-10,284.426,280.287,0.069294
56.25,53.5,2017-08-12,289.856,284.473,1.59702
56,48.5,2017-08-12,290.819,284.994,0.641781
56,48.75,2017-08-07,292.533,288.14,0.0808411
56.25,54.25,2017-08-13,287.429,280.86,2.39223
56.75,51.25,2017-08-08,289.587,285.883,0.259022
56.5,48.75,2017-08-11,290.321,287.272,0.321716
56.5,51.5,2017-08-08,289.649,285.5,0.206226
56.75,49,2017-08-10,286.953,284.618,1.96328
55.5,52.5,2017-08-13,287.734,281.624,0.699524
57,52.25,2017-08-11,290.18,285.229,0.189728
53.5,50.25,2017-08-13,291.98,284.721,0.711071
53.75,47.75,2017-08-09,291.292,283.584,0.854607
53.75,48.25,2017-08-11,291.563,284.087,0.0164986
54,50.75,2017-08-12,291.033,285.111,0.103939
55,51.25,2017-08-11,291.038,283.383,0.00659943
56.25,49.25,2017-08-07,290.969,288.009,0.141884
56.25,54.5,2017-08-12,289.074,286.052,1.19447
56.75,54,2017-08-11,290.101,284.795,0
57,49.75,2017-08-08,289.544,285.644,0.318417
57,47.25,2017-08-12,289.059,284.962,1.86264
53,49.75,2017-08-08,293.494,287.62,0
53,47.25,2017-08-12,291.502,283.896,0.153435
57,52,2017-08-12,288.263,284.5,1.22581
53,52,2017-08-12,292.42,285.869,0
54.25,52.5,2017-08-10,287.873,281.855,0.0181465
54.25,50.75,2017-08-09,290.96,283.791,0.18148
54.75,55.25,2017-08-08,290.662,287.835,0.0412445
54.5,55.25,2017-08-09,290.043,282.107,1.27036
55.25,50.75,2017-08-13,288.533,282.468,0.496593
54.75,56,2017-08-12,288.998,287.107,0.407505
55.5,47.75,2017-08-12,290.726,284.975,0.023098
56,51.5,2017-08-09,288.926,283.169,0.19138
55.75,54.25,2017-08-10,285.74,281.805,0.0313454
55.75,55.25,2017-08-12,288.566,286.311,0.786964
55.75,55.5,2017-08-07,290.052,286.383,0.486698
55.75,56,2017-08-08,288.958,286.861,0.546089
56,56,2017-08-13,286.843,280.849,4.48421
53,50.5,2017-08-09,293.466,283.202,0.219425
56.75,50.5,2017-08-11,289.829,286.353,1.18787
53,51,2017-08-10,290.921,280.746,0
53,51.25,2017-08-07,293.899,285.328,0
55.25,53.5,2017-08-13,288.734,281.135,1.93524
53.75,55.5,2017-08-07,290.599,285.763,0.0181465
53.75,56,2017-08-08,291.785,289.079,0
54,55,2017-08-12,289.852,284.295,0.56424
54.25,53.5,2017-08-09,289.127,283.304,1.28851
54.75,51,2017-08-11,291.565,283.923,0
55.25,49.75,2017-08-11,294.129,288.31,0.183128
53.75,54.25,2017-08-10,286.081,277.917,0
53.75,55.25,2017-08-12,289.974,284.189,0.046196
54.5,52.5,2017-08-13,286.621,282.26,1.19117
55.25,54.25,2017-08-12,289.333,285.626,2.18436
55.25,55.25,2017-08-10,284.686,280.21,0.108887
56.25,49.5,2017-08-13,287.738,282.392,0.25407
56,53,2017-08-11,291.549,285.266,0.00824738
56.25,47,2017-08-12,290.821,286.739,1.34625
56.25,48,2017-08-13,288.701,283.997,0.631882
57,54,2017-08-09,286.504,280.439,0.0758934
56.25,53.25,2017-08-12,289.859,284.314,1.15982
56.5,52.75,2017-08-12,289.738,284.144,2.33614
56.5,53,2017-08-07,290.09,285.706,0.788612
57,47.5,2017-08-10,286.745,284.894,0.668175
53.25,55.5,2017-08-08,293.417,288.454,0
53,47.5,2017-08-10,289.424,281.049,0
53,54,2017-08-09,291.665,282.547,1.83295
53.25,56,2017-08-07,290.872,285.936,0.00164795
54,53.5,2017-08-12,290.354,284.643,0.53289
53.5,51.25,2017-08-11,293.639,282.206,0
54,54.25,2017-08-13,287.445,281.691,5.96079
54.75,47.5,2017-08-11,290.417,285.466,0
54.25,55,2017-08-09,290.477,281.968,1.30831
54.5,47.75,2017-08-12,290.611,284.468,0.468548
57,50.5,2017-08-09,288.707,283.288,0.0379448
54.75,54.75,2017-08-13,287.019,280.409,3.86222
55,50.25,2017-08-13,288.408,283.072,0.937096
55.25,55,2017-08-13,287.816,280.355,3.96946
55.5,55.25,2017-08-09,288.788,282.626,2.79974
55.75,47.75,2017-08-09,289.459,285.477,0.194679
55.75,48.25,2017-08-11,292.392,285.861,0.250771
56,54.75,2017-08-12,288.576,285.98,1.01464
57,51,2017-08-10,287.212,284.888,0.452049
57,51.25,2017-08-07,290.707,286.72,0.744068
54,50.25,2017-08-09,291.578,283.787,0.0874405
53.25,55.25,2017-08-09,290.174,281.89,4.45121
55.75,53.75,2017-08-11,291.227,284.466,0
54.75,47.75,2017-08-07,292.399,286.451,0
55,54.25,2017-08-09,288.936,282.788,1.68282
55.5,55.5,2017-08-08,289.686,286.966,0.19138
55.5,56,2017-08-07,289.301,286.59,0.978344
57,48,2017-08-08,288.765,285.488,0.0527954
53,48,2017-08-08,291.208,284.926,0
57,51.75,2017-08-10,287.312,284.705,0.0346451
57,49.5,2017-08-08,289.375,285.497,0.296967
53,51.75,2017-08-10,290.735,279.597,0
53,49.5,2017-08-08,293.246,287.577,0
54.25,50.25,2017-08-12,290.979,285.38,0
53.5,47.75,2017-08-10,289.745,280.693,0.00494766
54,54.5,2017-08-11,289.045,283.223,0
54.75,51.75,2017-08-11,291.39,283.956,0.00494766
56,52.5,2017-08-07,292.378,287.084,0.56424
55.75,55.75,2017-08-11,288.734,284.96,0
56.5,52.5,2017-08-11,290.385,284.674,0.0197983
56.25,50.75,2017-08-11,290.814,284.919,0.333263
56.75,55.5,2017-08-10,283.898,278.718,0.359661
53.25,47.75,2017-08-12,292.258,283.804,0.801811
56.75,54.25,2017-08-07,289.779,286.558,0.890903
53.75,55.75,2017-08-11,289.668,283.367,0
54.5,55.5,2017-08-08,291.291,288.142,0.00494766
54.5,56,2017-08-07,290.783,285.299,0.0956879
55.25,49.5,2017-08-11,294.07,288.308,0.122086
55,47.75,2017-08-10,288.08,284.255,0.0791893
55.25,48,2017-08-11,291.884,285.33,0.0280457
54.75,55.5,2017-08-09,289.266,282.596,1.03939
56,48.5,2017-08-11,291.94,286.396,0.222725
56.25,53.5,2017-08-11,290.774,284.401,0
56.25,49.75,2017-08-13,287.689,282.408,0.305218
56.5,48.5,2017-08-07,290.768,288.122,0.636829
56.5,48.75,2017-08-12,288.882,285.009,1.01299
53,52.25,2017-08-12,292.254,285.934,0
57,52.25,2017-08-12,288.269,284.385,1.08558
53.5,54.25,2017-08-09,290.937,282.704,1.11363
53.25,52.5,2017-08-13,289.422,283.54,4.78612
56.25,55,2017-08-11,289.557,284.744,0
54,47,2017-08-11,290.514,285.203,0.0131989
54,53.25,2017-08-11,291.746,283.614,0
53.75,53.75,2017-08-11,291.011,282.519,0
53,47.25,2017-08-10,288.551,281.623,0
53,56,2017-08-11,288.342,282.789,0
53,52,2017-08-10,290.35,279.438,0
53.75,50.75,2017-08-13,290.737,284.657,1.62177
54,54.75,2017-08-08,292.075,288.078,0
54.25,52.5,2017-08-12,289.901,284.641,0.617031
54.75,56,2017-08-10,285.524,279.799,0.00989914
54.5,54.25,2017-08-09,288.726,282.65,1.22911
54.75,47.25,2017-08-11,290.281,285.726,0
54.75,54.25,2017-08-08,290.024,286.853,0
54.75,52,2017-08-11,290.991,284.017,0.0247459
55.75,49.75,2017-08-11,291.776,284.841,0.0362968
55.5,47.75,2017-08-10,288.151,284.53,0.16663
55.75,53.5,2017-08-13,288.659,282.033,1.90884
55.75,54.25,2017-08-12,289.389,286.303,0.998138
56,53.5,2017-08-08,290.38,286.364,0.0593948
55.75,55.25,2017-08-10,284.41,279.463,0.176529
56,50.25,2017-08-07,290.773,287.444,0.0890884
56.5,50.25,2017-08-11,290.507,285.942,0.584034
56.25,48.5,2017-08-08,290.306,285.791,0.0593948
53.25,51.25,2017-08-11,292.958,282.755,0
54,50.75,2017-08-10,289.34,282.338,0.00659943
53.5,55.5,2017-08-08,292.548,288.502,0
53.5,56,2017-08-07,291.289,285.898,0.0181465
54,52.5,2017-08-09,290.253,283.717,1.14663
54.25,47.75,2017-08-13,290.138,284.751,1.23241
55.25,47.75,2017-08-09,290.102,284.911,3.37718
55.75,55,2017-08-13,287.803,280.624,2.06227
55.25,48.25,2017-08-11,291.712,285.259,0.0395966
56.5,54.5,2017-08-09,286.676,280.144,0.534542
56,55,2017-08-08,288.394,286.523,0.270569
56.25,54.5,2017-08-10,285.517,281.447,0.0890884
57,56,2017-08-11,287.437,286.027,0
57,47.25,2017-08-10,287.093,284.911,1.13343
56.75,47.75,2017-08-08,289.403,285.654,0.0395966
57,52,2017-08-10,287.358,284.547,0.0329971
53.25,50.25,2017-08-13,292.457,285.116,0.706123
53,47.5,2017-08-12,291.94,283.897,0.178181
53,48.25,2017-08-08,291.633,285.265,0
54,55.25,2017-08-13,288.448,281.615,6.86489
53.75,55,2017-08-13,288.395,282.076,6.96553
54,53.5,2017-08-10,285.561,279.567,0.00494766
56,54.75,2017-08-10,284.792,279.626,0.0115471
55,55.5,2017-08-08,290.546,287.984,0.202927
55,56,2017-08-07,291.12,286.602,0.452049
55.5,54.25,2017-08-09,290.391,282.864,3.24849
54.5,47.75,2017-08-10,288.083,283.576,0.0527954
56.25,53.75,2017-08-13,287.601,280.829,2.285
57,51,2017-08-12,288.062,284.596,1.44359
53,51,2017-08-12,293.411,285.73,0
57,53,2017-08-13,284.891,281.303,1.85934
53.75,49.75,2017-08-11,292.883,284.713,0
53,53,2017-08-13,290.248,283.127,8.12206
53.75,55.25,2017-08-10,286.707,276.566,0.00164795
53.75,53.5,2017-08-13,288.81,282.205,7.91088
54,55,2017-08-10,286.622,277.119,0.00824738
53.75,54.25,2017-08-12,289.573,284.407,0.240875
54.25,51.5,2017-08-08,290.21,286.841,0
54.25,48.75,2017-08-11,293.471,285.238,0
55.25,54.25,2017-08-10,284.818,279.28,0.0346451
55.25,55.25,2017-08-12,289.627,286.363,1.59867
55.25,55.5,2017-08-07,290.009,287.128,0.785313
56.25,52.75,2017-08-09,288.68,281.34,0.0346451
56,50.75,2017-08-08,290.357,284.996,0.0181465
55.25,56,2017-08-08,290.017,287.168,0.379459
55.75,50.75,2017-08-13,287.618,282.257,1.25221
56.25,47,2017-08-10,289.068,285.988,0.577435
56.25,55.75,2017-08-13,287.05,280.856,3.88532
56.25,53.25,2017-08-10,288.537,281.911,0.00164795
56.5,51.25,2017-08-13,286.516,281.621,2.08207
56.5,47,2017-08-09,289.269,285.816,0.197979
56.75,56,2017-08-09,284.47,278.685,0.783665
56.5,52.75,2017-08-10,288.755,282.794,0.0395966
56.5,53.25,2017-08-09,287.95,280.588,0.250771
56.75,51.5,2017-08-13,286.049,281.46,0.389359
53,51.75,2017-08-12,292.52,285.852,0
57,47.5,2017-08-12,288.903,284.856,0.948647
57,48.25,2017-08-08,288.681,285.543,0.0775414
53,49,2017-08-09,293.26,284.404,0.145184
53.5,47.75,2017-08-12,291.5,283.793,0.567539
53,55.75,2017-08-08,293.992,288.914,0
54.5,51.25,2017-08-11,291.63,283.595,0
54.25,50.25,2017-08-10,289.178,283.207,0.00329971
55.75,49.5,2017-08-11,291.798,285.309,0.201279
56.25,53,2017-08-08,289.903,284.616,0.519691
55.75,48,2017-08-11,292.148,285.953,0.16333
54,51.5,2017-08-07,291.896,286.65,0.0263977
53.25,54.25,2017-08-09,291.235,282.462,2.77169
56.75,55.25,2017-08-07,288.692,285.821,0.529591
56.75,55.5,2017-08-12,288.059,285.341,1.07733
57,53.75,2017-08-08,289.67,285.062,0.00164795
53,53.75,2017-08-08,294.644,286.631,0
53.5,52.5,2017-08-13,289.51,283.115,3.44647
56.75,50,2017-08-11,290.299,286.442,1.21592
55,55.25,2017-08-09,289.618,282.552,0.63023
55.5,50.25,2017-08-13,289.334,284.03,0.585686
56.25,48.25,2017-08-13,288.302,283.583,0.645081
57,51.75,2017-08-12,288.211,284.552,1.66467
57,49,2017-08-09,288.005,285.053,0.26067
57,55.75,2017-08-08,289.045,285.469,0.123737
55.5,51.25,2017-08-11,291.005,284.257,0.0742416
53,50,2017-08-09,293.177,283.873,0.232624
53.5,55.25,2017-08-09,290.188,281.916,2.58197
54.25,54.75,2017-08-07,291.446,285.732,0
55,52.5,2017-08-13,287.045,282.253,0.937096
55.25,53.75,2017-08-11,291.21,283.891,0
53,52.25,2017-08-10,289.551,279.434,0
54.75,52.25,2017-08-11,290.536,284.066,0.0577431
56.5,49.25,2017-08-08,290.136,285.57,0.0973396
54.5,50.25,2017-08-13,289.085,284.352,1.08723
57,48.5,2017-08-13,286.749,282.785,0.300266
53.25,47.75,2017-08-10,289.77,280.866,0
53.75,48,2017-08-11,291.756,284.471,0.0247459
53.75,49.5,2017-08-11,293.266,286.368,0
54.25,52.75,2017-08-11,290.766,284.381,0
53,48.5,2017-08-13,291.133,285.559,0.534542
55,47.75,2017-08-12,290.77,284.555,0.493294
55.25,55.75,2017-08-11,289.404,284.694,0
56.25,48.75,2017-08-09,288.967,285.534,0.00824738
56.75,49,2017-08-11,290.357,287.111,0.750668
56.5,48.75,2017-08-10,287.831,284.598,0.53949
57,52.25,2017-08-10,287.337,284.265,0.0478439
57,50,2017-08-09,288.249,285.058,0.0395966
53.25,49.5,2017-08-09,292.641,284.834,0.0659943
53.25,51.25,2017-08-12,292.736,285.369,0
53.25,48,2017-08-09,292.618,282.627,0.204578
54,53,2017-08-08,290.641,286.47,0
53.75,48.25,2017-08-10,289.126,281.259,0.0115471
55,49,2017-08-08,291.584,287.941,0
54.5,52.25,2017-08-07,289.82,286.762,0.0115471
55,55.75,2017-08-09,288.897,282.88,1.10538
55,52.75,2017-08-13,287.375,282.097,1.10538
55,51,2017-08-07,291.893,286.472,0.00659943
55,51.25,2017-08-10,289.531,283.326,0.0296974
55.25,47.5,2017-08-08,290.949,285.908,0.00659943
55.5,50.5,2017-08-08,290.477,286.715,0.00329971
55.25,48.25,2017-08-12,290.718,284.776,0.125385
56.75,47.5,2017-08-09,288.461,285.669,0.27882
56,49.25,2017-08-09,289.238,285.405,0.117138
57,55.25,2017-08-08,289.842,285.576,0.0593948
56.75,53.75,2017-08-07,289.952,286.259,0.615383
56.75,54,2017-08-10,285.933,282.914,0.0989876
57,56,2017-08-12,287.542,285.318,0.570839
53,55.25,2017-08-08,293.731,288.204,0
53,56,2017-08-12,288.272,287.39,0
53.5,50,2017-08-08,290.79,285.808,0
54.25,52.5,2017-08-11,290.691,284.475,0
54,48.25,2017-08-13,290.056,284.888,2.04742
54.75,52,2017-08-12,290.137,285.123,0.993191
54.75,47.25,2017-08-12,290.112,284.8,1.49144
54.5,49.75,2017-08-09,290.953,284.497,0.686325
54.75,49.75,2017-08-08,290.533,288.686,0
55,47.5,2017-08-07,292.25,287.134,0.0148468
55,53.75,2017-08-09,289.413,283.196,1.64817
55.25,51,2017-08-08,290.206,287.204,0.0659943
55.25,49,2017-08-07,292.813,288.09,0.0181465
55.5,54,2017-08-08,289.108,286.505,0.44875
55.75,49.75,2017-08-12,289.803,284.735,1.13343
55.75,47.25,2017-08-08,291.088,285.944,0.118786
56,47.25,2017-08-13,289.566,284.283,0.491646
55.75,54.25,2017-08-11,290.829,284.443,0
55.75,52,2017-08-08,289.906,287.556,0.0478439
56.75,55.75,2017-08-07,289,285.726,0.734169
56.25,51.5,2017-08-07,291.4,286.636,0.889252
56.5,50.25,2017-08-12,288.877,284.845,2.02103
56,52,2017-08-13,286.72,281.059,0.174881
56.75,50.5,2017-08-10,287.31,284.772,1.01299
56.75,51,2017-08-09,289,282.541,0.0214462
53.75,49.75,2017-08-12,291.919,285.522,0.023098
53,51,2017-08-11,291.999,283.142,0
53.5,47.5,2017-08-07,291.838,284.949,0
53.5,53.75,2017-08-09,291.477,282.869,0.598885
53.75,47.25,2017-08-08,289.942,288.403,0
53.75,54.25,2017-08-11,289.649,282.691,0
53.75,52,2017-08-08,291.412,286.665,0
54.75,50.5,2017-08-09,290.537,285.056,5.12268
54.25,48.5,2017-08-07,294.877,288.611,0
54.25,48.75,2017-08-12,292.374,286.471,0.252422
54.75,51,2017-08-10,289.14,283.261,0.0346451
54.75,51.25,2017-08-07,291.681,286.187,0
54.5,50.5,2017-08-08,290.938,289.099,0
55.25,55.25,2017-08-11,290.175,283.939,0
55,50,2017-08-08,290.994,287.499,0
55.25,49.75,2017-08-10,292.655,287.431,0.691273
57,47.5,2017-08-11,289.86,287.767,0.19138
55.5,52.25,2017-08-07,290.432,286.341,0.0247459
56,53,2017-08-10,289.758,282.375,0.0478439
53.25,52,2017-08-07,292.372,285.637,0
57,54.75,2017-08-13,286.421,282.186,3.63125
53.25,47.25,2017-08-07,292.435,285.155,0
53,47.5,2017-08-11,290.556,284.45,0.00329971
53,54.75,2017-08-13,288.786,282.375,7.7261
53.5,51.25,2017-08-10,290.104,281.505,0
53.5,52.75,2017-08-13,289.815,282.497,7.63206
53.5,49,2017-08-08,291.953,286.81,0
53.5,51,2017-08-07,292.07,286.428,0
54.75,47.5,2017-08-10,287.759,284.178,0.0676422
53.5,55.75,2017-08-09,289.557,282.946,2.78819
54.5,54,2017-08-08,290.216,286.715,0
54,48.75,2017-08-09,292.099,285.489,1.3314
55.5,49.75,2017-08-09,290.635,285.295,0.358009
54.75,54,2017-08-09,288.582,282.924,1.20272
55.25,50,2017-08-07,294.103,289.413,0.0181465
53,47.75,2017-08-07,292.663,287.329,0.00329971
55.75,48.25,2017-08-10,288.259,285.299,0.127037
57,51,2017-08-11,289.08,286.735,2.12662
53.5,51.75,2017-08-07,291.968,286.284,0
53.25,49.75,2017-08-09,292.396,284.523,0.0626945
55.5,52,2017-08-07,290.989,286.684,0.0197983
53.75,52.25,2017-08-08,291.469,287.074,0
54,48.5,2017-08-08,290.352,287.668,0
55,48.75,2017-08-13,289.836,285.632,0.255722
53.75,54.5,2017-08-13,288.184,282.36,6.29736
55.5,47.25,2017-08-07,293.27,287.364,0.151783
56.25,54.75,2017-08-08,289.137,287.404,0.244171
55.75,53.75,2017-08-10,287.056,282.507,0.0131989
55.75,54,2017-08-07,290.899,287.145,0.988239
57,51.75,2017-08-11,289.852,285.922,0.785313
56.75,50,2017-08-12,288.545,284.758,1.61187
53.25,52.25,2017-08-07,292.184,285.841,0
53,51.75,2017-08-11,292.047,282.575,0
53.5,48.25,2017-08-09,291.856,283.065,0.151783
54,54.5,2017-08-10,285.553,277.875,0.00824738
53.5,47.75,2017-08-11,291.834,284.015,0.0164986
54.5,49.5,2017-08-09,290.897,284.647,1.47989
54.5,48,2017-08-09,290.449,284.33,3.14125
54.75,48,2017-08-08,290.525,288.201,0
54.5,51.25,2017-08-12,290.447,284.91,0.311817
54.75,49.5,2017-08-08,291.044,288.735,0
54.75,51.75,2017-08-10,289.067,282.837,0.0263977
55.75,49.5,2017-08-12,290.126,284.669,0.740768
55.75,47,2017-08-13,289.152,284.893,0.179829
55.75,53.25,2017-08-13,288.713,282.431,1.69766
55.75,48,2017-08-12,290.886,285.114,0.135284
55.75,50.5,2017-08-07,291.143,286.959,0.0412445
55.75,51.25,2017-08-09,289.532,284.016,0.72427
56,47,2017-08-08,290.693,286.352,0.206226
55.75,55.75,2017-08-10,284.035,279.318,0.437202
56.25,50.75,2017-08-10,288.134,284.387,0.551041
56,53.25,2017-08-08,290.67,286.05,0.069294
56.5,52.5,2017-08-10,288.5,283.035,0.0296974
56.25,52.5,2017-08-09,288.989,281.169,0.0313454
56.5,50.75,2017-08-09,289.26,284.194,0.00824738
56.75,55.5,2017-08-11,288.184,285.821,0
53,55.5,2017-08-09,289.94,282.323,4.68053
57,47.75,2017-08-07,290.335,286.818,1.08888
53.25,54,2017-08-08,293.947,286.757,0
53.75,47,2017-08-13,288.161,283.957,0.498245
53.75,53.25,2017-08-13,289.381,282.187,9.23568
53.75,48,2017-08-12,291.523,284.026,0.293667
53.75,50.5,2017-08-07,292.021,287.22,0
53.75,51.25,2017-08-09,291.776,283.408,0.389359
53.75,49.5,2017-08-12,292.624,285.877,0.122086
54.5,47.25,2017-08-07,291.501,286.818,0.0181465
54,53.75,2017-08-13,287.553,282.374,5.33716
54.25,52.75,2017-08-12,290.037,284.577,0.267269
54.25,53,2017-08-07,291.168,285.698,0.0115471
53.75,55.75,2017-08-10,286.21,277.751,0.0280457
